fid,confidence,metadata,class,source,reviewed,code,created_by
2419,"5",,3,unknown,,GREROB,kanoa
2420,"5",,3,unknown,,GREROB,kanoa
2421,"5",,3,unknown,,GREROB,kanoa
2422,"5",,3,unknown,,GREROB,kanoa
2423,"5",,3,unknown,,GREROB,kanoa
2424,"5",,3,unknown,,GREROB,kanoa
2425,"5",,3,unknown,,GREROB,kanoa
2426,"5",,2,unknown,,METPOL,kanoa
2427,"5",,2,unknown,,METPOL,kanoa
2428,"5",,2,unknown,,METPOL,kanoa
2429,"5",,2,unknown,,METPOL,kanoa
2430,"5",,2,unknown,,METPOL,kanoa
2431,"5",,2,unknown,,METPOL,kanoa
2432,"5",,3,unknown,,GREROB,kanoa
2433,"5",,2,unknown,,METPOL,kanoa
2434,"5",,2,unknown,,METPOL,kanoa
2435,"5",,3,unknown,,GREROB,kanoa
2436,"5",,2,unknown,,METPOL,kanoa
2437,"5",,3,unknown,,GREROB,kanoa
2438,"5",,5,unknown,,ACAKOA,kanoa
2439,"5",,2,unknown,,METPOL,kanoa
2440,"5",,2,unknown,,METPOL,kanoa
2441,"5",,2,unknown,,METPOL,kanoa
2442,"5",,2,unknown,,METPOL,kanoa
2443,"5",,2,unknown,,METPOL,kanoa
2444,"5",,2,unknown,,METPOL,kanoa
2445,"5",,2,unknown,,METPOL,kanoa
2446,"5",,2,unknown,,METPOL,kanoa
2447,"5",,2,unknown,,METPOL,kanoa
2448,"5",,2,unknown,,METPOL,kanoa
2449,"5",,2,unknown,,METPOL,kanoa
2450,"5",,2,unknown,,METPOL,kanoa
2451,"5",,2,unknown,,METPOL,kanoa
2452,"5",,2,unknown,,METPOL,kanoa
2453,"5",,2,unknown,,METPOL,kanoa
2454,"5",,2,unknown,,METPOL,kanoa
2455,"5",,2,unknown,,METPOL,kanoa
2456,"5",,2,unknown,,METPOL,kanoa
2457,"5",,2,unknown,,METPOL,kanoa
2458,"5",,2,unknown,,METPOL,kanoa
2459,"5",,5,unknown,,ACAKOA,kanoa
2460,"5",,3,unknown,,GREROB,kanoa
2461,"5",,3,unknown,,GREROB,kanoa
2462,"5",,3,unknown,,GREROB,kanoa
2463,"5",,3,unknown,,GREROB,kanoa
2464,"5",,2,unknown,,METPOL,kanoa
2465,"5",,2,unknown,,METPOL,kanoa
2466,"5",,2,unknown,,METPOL,kanoa
2467,"5",,2,unknown,,METPOL,kanoa
2468,"5",,2,unknown,,METPOL,kanoa
2469,"5",,2,unknown,,METPOL,kanoa
2470,"5",,2,unknown,,METPOL,kanoa
2471,"5",,2,unknown,,METPOL,kanoa
2472,"5",,2,unknown,,METPOL,kanoa
2473,"5",,3,unknown,,GREROB,kanoa
2474,"5",,2,unknown,,METPOL,kanoa
2475,"5",,2,unknown,,METPOL,kanoa
2476,"5",,2,unknown,,METPOL,kanoa
2477,"5",,2,unknown,,METPOL,kanoa
2478,"5",,2,unknown,,METPOL,kanoa
2479,"5",,2,unknown,,METPOL,kanoa
2480,"5",,3,unknown,,GREROB,kanoa
2481,"5",,3,unknown,,GREROB,kanoa
2482,"5",,3,unknown,,GREROB,kanoa
2483,"5",,3,unknown,,GREROB,kanoa
2484,"5",,2,unknown,,METPOL,kanoa
2485,"5",,2,unknown,,METPOL,kanoa
2486,"5",,2,unknown,,METPOL,kanoa
2487,"5",,2,unknown,,METPOL,kanoa
2488,"5",,2,unknown,,METPOL,kanoa
2489,"5",,2,unknown,,METPOL,kanoa
2490,"5",,2,unknown,,METPOL,kanoa
2491,"5",,3,unknown,,GREROB,kanoa
2492,"5",,2,unknown,,METPOL,kanoa
2493,"5",,2,unknown,,METPOL,kanoa
2494,"5",,2,unknown,,METPOL,kanoa
2495,"5",,2,unknown,,METPOL,kanoa
2496,"5",,2,unknown,,METPOL,kanoa
2497,"5",,2,unknown,,METPOL,kanoa
2498,"5",,2,unknown,,METPOL,kanoa
2499,"5",,2,unknown,,METPOL,kanoa
2500,"5",,2,unknown,,METPOL,kanoa
2501,"5",,2,unknown,,METPOL,kanoa
2502,"5",,3,unknown,,GREROB,kanoa
2503,"5",,2,unknown,,METPOL,kanoa
2504,"5",,3,unknown,,GREROB,kanoa
2505,"5",,2,unknown,,METPOL,kanoa
2506,"5",,2,unknown,,METPOL,kanoa
2507,"5",,2,unknown,,METPOL,kanoa
2508,"5",,2,unknown,,METPOL,kanoa
2509,"5",,2,unknown,,METPOL,kanoa
2510,"5",,2,unknown,,METPOL,kanoa
2511,"5",,2,unknown,,METPOL,kanoa
2512,"5",,2,unknown,,METPOL,kanoa
2513,"5",,2,unknown,,METPOL,kanoa
2514,"5",,2,unknown,,METPOL,kanoa
2515,"5",,2,unknown,,METPOL,kanoa
2516,"5",,2,unknown,,METPOL,kanoa
2517,"5",,2,unknown,,METPOL,kanoa
2518,"5",,2,unknown,,METPOL,kanoa
2519,"5",,2,unknown,,METPOL,kanoa
2520,"5",,2,unknown,,METPOL,kanoa
2521,"5",,2,unknown,,METPOL,kanoa
2522,"5",,2,unknown,,METPOL,kanoa
2523,"5",,2,unknown,,METPOL,kanoa
2524,"5",,2,unknown,,METPOL,kanoa
2525,"5",,2,unknown,,METPOL,kanoa
2526,"5",,2,unknown,,METPOL,kanoa
2527,"5",,2,unknown,,METPOL,kanoa
2528,"5",,3,unknown,,GREROB,kanoa
2529,"5",,2,unknown,,METPOL,kanoa
2530,"5",,3,unknown,,GREROB,kanoa
2531,"5",,3,unknown,,GREROB,kanoa
2532,"5",,3,unknown,,GREROB,kanoa
2533,"5",,2,unknown,,METPOL,kanoa
2534,"5",,2,unknown,,METPOL,kanoa
2535,"5",,2,unknown,,METPOL,kanoa
2536,"5",,2,unknown,,METPOL,kanoa
2537,"5",,2,unknown,,METPOL,kanoa
2538,"5",,2,unknown,,METPOL,kanoa
2539,"5",,2,unknown,,METPOL,kanoa
2540,"5",,3,unknown,,GREROB,kanoa
2541,"5",,3,unknown,,GREROB,kanoa
2542,"5",,2,unknown,,METPOL,kanoa
2543,"5",,2,unknown,,METPOL,kanoa
2544,"5",,2,unknown,,METPOL,kanoa
2545,"5",,2,unknown,,METPOL,kanoa
2546,"5",,3,unknown,,GREROB,kanoa
2547,"5",,3,unknown,,GREROB,kanoa
2548,"5",,2,"17",,METPOL,kanoa
2549,"5",,2,"17",,METPOL,kanoa
2550,"5",,2,"17",,METPOL,kanoa
2551,"5",,2,"17",,METPOL,kanoa
2552,"5",,2,"17",,METPOL,kanoa
2553,"5",,2,"17",,METPOL,kanoa
2554,"5",,2,"19",,METPOL,kanoa
2555,"5",,2,"19",,METPOL,kanoa
2556,"5",,2,"19",,METPOL,kanoa
2557,"5",,2,"19",,METPOL,kanoa
2558,"5",,2,"19",,METPOL,kanoa
2559,"5",,2,"19",,METPOL,kanoa
2560,"5",,2,"19",,METPOL,kanoa
2561,"5",,2,"19",,METPOL,kanoa
2562,"5",,2,"19",,METPOL,kanoa
2563,"5",,2,"19",,METPOL,kanoa
2564,"5",,2,"19",,METPOL,kanoa
2565,"5",,2,"19",,METPOL,kanoa
2566,"5",,2,"19",,METPOL,kanoa
2567,"5",,2,"19",,METPOL,kanoa
2568,"5",,2,"19",,METPOL,kanoa
2569,"5",,2,"19",,METPOL,kanoa
2570,"5",,2,"19",,METPOL,kanoa
2571,"5",,2,"19",,METPOL,kanoa
2572,"5",,2,"19",,METPOL,kanoa
2573,"5",,2,"19",,METPOL,kanoa
2574,"5",,2,"19",,METPOL,kanoa
2575,"5",,3,"39",,GREROB,kanoa
2576,"5",,3,"39",,GREROB,kanoa
2577,"5",,3,"39",,GREROB,kanoa
2578,"5",,3,"39",,GREROB,kanoa
2579,"5",,3,"39",,GREROB,kanoa
2580,"5",,3,"39",,GREROB,kanoa
2581,"5",,3,"39",,GREROB,kanoa
2582,"5",,3,"39",,GREROB,kanoa
2583,"5",,3,"39",,GREROB,kanoa
2584,"5",,3,"39",,GREROB,kanoa
2585,"5",,3,"39",,GREROB,kanoa
2586,"5",,3,"39",,GREROB,kanoa
2587,"5",,3,"39",,GREROB,kanoa
2588,"5",,3,"39",,GREROB,kanoa
2589,"5",,3,"39",,GREROB,kanoa
2590,"5",,3,"39",,GREROB,kanoa
2591,"5",,3,"39",,GREROB,kanoa
2592,"5",,3,FieldDay_20240313,,GREROB,kanoa
2593,"5",,3,FieldDay_20240313,,GREROB,kanoa
2594,"5",,3,FieldDay_20240313,,GREROB,kanoa
2595,"5",,3,FieldDay_20240313,,GREROB,kanoa
2596,"5",,3,"39",,GREROB,kanoa
2597,"5",,3,"39",,GREROB,kanoa
2598,"5",,3,"39",,GREROB,kanoa
2599,"4",,1,"18",,MYRLAN,kanoa
2600,"4",,1,"18",,MYRLAN,kanoa
2601,"4",,1,"18",,MYRLAN,kanoa
2602,"4",,1,"18",,MYRLAN,kanoa
2603,"4",,1,"18",,MYRLAN,kanoa
2604,"5",,2,"18",,METPOL,kanoa
2605,"5",,2,"18",,METPOL,kanoa
2606,"5",,2,"18",,METPOL,kanoa
2607,"5",,2,"18",,METPOL,kanoa
2608,"5",,3,"18",,GREROB,kanoa
2609,"4",,1,"18",,MYRLAN,kanoa
2610,"5",,2,"18",,METPOL,kanoa
2611,"5",,2,"18",,METPOL,kanoa
2612,"5",,2,"18",,METPOL,kanoa
2613,"5",,2,"18",,METPOL,kanoa
2614,"5",,2,"18",,METPOL,kanoa
2615,"5",,2,"18",,METPOL,kanoa
2616,"5",,2,"18",,METPOL,kanoa
2617,"5",,2,"18",,METPOL,kanoa
2618,"5",,2,"18",,METPOL,kanoa
2619,"5",,2,"18",,METPOL,kanoa
2620,"5",,2,"18",,METPOL,kanoa
2621,"5",,2,"18",,METPOL,kanoa
2622,"5",,2,"18",,METPOL,kanoa
2623,"5",,2,"18",,METPOL,kanoa
2624,"5",,2,"18",,METPOL,kanoa
2625,"5",,2,"18",,METPOL,kanoa
2626,"4",,1,"18",,MYRLAN,kanoa
2627,"4",,1,"18",,MYRLAN,kanoa
2628,"4",,1,"18",,MYRLAN,kanoa
2629,"4",,1,"18",,MYRLAN,kanoa
2630,"4",,1,"18",,MYRLAN,kanoa
2631,"4",,1,"18",,MYRLAN,kanoa
2632,"4",,1,"18",,MYRLAN,kanoa
2633,"4",,1,"18",,MYRLAN,kanoa
2634,"4",,1,"18",,MYRLAN,kanoa
2635,"5",,3,"18",,GREROB,kanoa
2636,"5",,2,"18",,METPOL,kanoa
2637,"5",,3,"18",,GREROB,kanoa
2638,"5",,2,"18",,METPOL,kanoa
2639,"5",,3,"18",,GREROB,kanoa
2640,"5",,3,"18",,GREROB,kanoa
2641,"5",,2,"18",,METPOL,kanoa
2642,"5",,2,"18",,METPOL,kanoa
2643,"5",,2,"18",,METPOL,kanoa
2644,"5",,2,"18",,METPOL,kanoa
2645,"5",,2,"18",,METPOL,kanoa
2646,"5",,2,"18",,METPOL,kanoa
2647,"5",,2,"18",,METPOL,kanoa
2648,"5",,2,"18",,METPOL,kanoa
2649,"5",,2,"18",,METPOL,kanoa
2650,"5",,2,"18",,METPOL,kanoa
2651,"5",,2,"18",,METPOL,kanoa
2652,"5",,2,"18",,METPOL,kanoa
2653,"5",,2,"18",,METPOL,kanoa
2654,"5",,2,"18",,METPOL,kanoa
2655,"5",,2,"18",,METPOL,kanoa
2656,"5",,2,"18",,METPOL,kanoa
2657,"5",,2,"18",,METPOL,kanoa
2658,"5",,3,"18",,GREROB,kanoa
2659,"5",,2,"18",,METPOL,kanoa
2660,"5",,2,"18",,METPOL,kanoa
2661,"5",,2,"18",,METPOL,kanoa
2662,"5",,2,"18",,METPOL,kanoa
2663,"5",,2,"18",,METPOL,kanoa
2664,"5",,2,"18",,METPOL,kanoa
2665,"5",,2,"18",,METPOL,kanoa
2666,"5",,2,"18",,METPOL,kanoa
2667,"5",,2,"18",,METPOL,kanoa
2668,"5",,2,"18",,METPOL,kanoa
2669,"5",,2,"18",,METPOL,kanoa
2670,"5",,2,"18",,METPOL,kanoa
2671,"5",,2,"18",,METPOL,kanoa
2672,"5",,2,"18",,METPOL,kanoa
2673,"5",,2,"18",,METPOL,kanoa
2674,"5",,2,"18",,METPOL,kanoa
2675,"5",,2,"18",,METPOL,kanoa
2676,"5",,2,"18",,METPOL,kanoa
2677,"5",,2,"18",,METPOL,kanoa
2678,"5",,2,"18",,METPOL,kanoa
2679,"5",,2,"18",,METPOL,kanoa
2680,"5",,2,"18",,METPOL,kanoa
2681,"5",,3,"18",,GREROB,kanoa
2682,"5",Adjacent,3,"18",,GREROB,kanoa
2683,"4",Adjacent,1,"18",,MYRLAN,kanoa
2684,"5",,2,"18",,METPOL,kanoa
2685,"5",,1,"18",,MYRLAN,kanoa
2686,"5",,1,"18",,MYRLAN,kanoa
2687,"5",,1,"18",,MYRLAN,kanoa
2688,"5",,1,"18",,MYRLAN,kanoa
2689,"5",,1,"18",,MYRLAN,kanoa
2690,"5",,1,"18",,MYRLAN,kanoa
2691,"5",,1,"18",,MYRLAN,kanoa
2692,"5",,1,"18",,MYRLAN,kanoa
2693,"5",,1,"18",,MYRLAN,kanoa
2694,"5",,1,"18",,MYRLAN,kanoa
2695,"5",,1,"18",,MYRLAN,kanoa
2696,"5",,2,"18",,METPOL,kanoa
2697,"5",,2,"18",,METPOL,kanoa
2698,"5",,2,"18",,METPOL,kanoa
2699,"5",,2,"18",,METPOL,kanoa
2700,"5",,2,"18",,METPOL,kanoa
2701,"5",,2,"18",,METPOL,kanoa
2702,"5",,2,"18",,METPOL,kanoa
2703,"5",,2,"18",,METPOL,kanoa
2704,"5",,2,"18",,METPOL,kanoa
2705,"5",,2,"18",,METPOL,kanoa
2706,"5",,2,"18",,METPOL,kanoa
2707,"5",,2,"18",,METPOL,kanoa
2708,"5",,2,"18",,METPOL,kanoa
2709,"5",,2,"18",,METPOL,kanoa
2710,"5",,2,"18",,METPOL,kanoa
2711,"5",,2,"18",,METPOL,kanoa
2712,"5",,2,"18",,METPOL,kanoa
2713,"5",,2,"18",,METPOL,kanoa
2714,"5",,2,"18",,METPOL,kanoa
2715,"5",,2,"18",,METPOL,kanoa
2716,"5",,2,"18",,METPOL,kanoa
2717,"5",,2,"18",,METPOL,kanoa
2718,"5",,2,"18",,METPOL,kanoa
2719,"5",,2,"18",,METPOL,kanoa
2720,"5",,2,"18",,METPOL,kanoa
2721,"5",,2,"18",,METPOL,kanoa
2722,"5",,2,"18",,METPOL,kanoa
2723,"5",,2,"18",,METPOL,kanoa
2724,"5",,2,"18",,METPOL,kanoa
2725,"5",,2,"18",,METPOL,kanoa
2726,"5",,2,"18",,METPOL,kanoa
2727,"5",,2,"18",,METPOL,kanoa
2728,"5",,2,"18",,METPOL,kanoa
2729,"5",,2,"18",,METPOL,kanoa
2730,"5",,2,"18",,METPOL,kanoa
2731,"4",,1,"18",,MYRLAN,kanoa
2732,"4",,2,"18",,METPOL,kanoa
2733,"5",,2,"18",,METPOL,kanoa
2734,"5",,2,"18",,METPOL,kanoa
2735,"5",,3,"22",,GREROB,kanoa
2736,"5",,3,"22",,GREROB,kanoa
2737,"5",Dying,3,"22",,GREROB,kanoa
2738,"5",,3,"22",,GREROB,kanoa
2739,"5",,2,"22",,METPOL,kanoa
2740,"5",,3,"22",,GREROB,kanoa
2741,"5",,3,"22",,GREROB,kanoa
2742,"2",Vine,1,"22",KL,MYRLAN,kanoa
2743,"5",Adjacent,3,"22",,GREROB,kanoa
2744,"5",Adjacent,1,"22",,MYRLAN,kanoa
2745,"5",,2,"22",,METPOL,kanoa
2746,"5",,2,"22",,METPOL,kanoa
2747,"5",,2,"22",,METPOL,kanoa
2748,"5",,2,"22",,METPOL,kanoa
2749,"5",,2,"22",,METPOL,kanoa
2750,"5",,2,"22",,METPOL,kanoa
2751,"5",,2,"22",,METPOL,kanoa
2752,"5",,2,"22",,METPOL,kanoa
2753,"5",,2,"22",,METPOL,kanoa
2754,"5",,2,"22",,METPOL,kanoa
2755,"5",,2,"22",,METPOL,kanoa
2756,"5",,2,"22",,METPOL,kanoa
2757,"5",,2,"22",,METPOL,kanoa
2758,"5",,2,"22",,METPOL,kanoa
2759,"5",,2,"22",,METPOL,kanoa
2760,"5",,2,"22",,METPOL,kanoa
2761,"5",,2,"22",,METPOL,kanoa
2762,"5",,2,"22",,METPOL,kanoa
2763,"5",,2,"22",,METPOL,kanoa
2764,"5",,2,"22",,METPOL,kanoa
2765,"5",,2,"22",,METPOL,kanoa
2766,"5",,2,"22",,METPOL,kanoa
2767,"5",Mixed,2,"22",,METPOL,kanoa
2768,"5",,2,"22",,METPOL,kanoa
2769,"5",,2,"22",,METPOL,kanoa
2770,"5",,2,"22",,METPOL,kanoa
2771,"5",,2,"22",,METPOL,kanoa
2772,"5",,2,"22",,METPOL,kanoa
2773,"5",,2,"22",,METPOL,kanoa
2774,"5",,2,"22",,METPOL,kanoa
2775,"5",,2,"22",,METPOL,kanoa
2776,"5",,2,"22",,METPOL,kanoa
2777,"5",,2,"22",,METPOL,kanoa
2778,"5",,2,"22",,METPOL,kanoa
2779,"5",,2,"22",,METPOL,kanoa
2780,"5",,2,"22",,METPOL,kanoa
2781,"5",,2,"22",,METPOL,kanoa
2782,"5",,2,"22",,METPOL,kanoa
2783,"5",,2,"22",,METPOL,kanoa
2784,"5",,2,"22",,METPOL,kanoa
2785,"5",,2,"22",,METPOL,kanoa
2786,"5",,2,"22",,METPOL,kanoa
2787,"5",,2,"22",,METPOL,kanoa
2788,"5",,2,"22",,METPOL,kanoa
2789,"5",,2,"22",,METPOL,kanoa
2790,"5",,2,"22",,METPOL,kanoa
2791,"5",,2,"22",,METPOL,kanoa
2792,"5",,2,"22",,METPOL,kanoa
2793,"5",,2,"22",,METPOL,kanoa
2794,"5",,2,"22",,METPOL,kanoa
2795,"5",,2,"22",,METPOL,kanoa
2796,"5",,2,"22",,METPOL,kanoa
2797,"5",,2,"22",,METPOL,kanoa
2798,"5",,2,"22",,METPOL,kanoa
2799,"5",,3,"22",,GREROB,kanoa
2800,"5",,2,"22",,METPOL,kanoa
2801,"5",,2,"22",,METPOL,kanoa
2802,"5",,2,"22",,METPOL,kanoa
2803,"5",,2,"22",,METPOL,kanoa
2804,"5",,2,"22",,METPOL,kanoa
2805,"5",,2,"22",,METPOL,kanoa
2806,"5",,2,"22",,METPOL,kanoa
2807,"5",,2,"22",,METPOL,kanoa
2808,"5",,2,"22",,METPOL,kanoa
2809,"5",,2,"22",,METPOL,kanoa
2810,"5",,2,"22",,METPOL,kanoa
2811,"5",,2,"22",,METPOL,kanoa
2812,"5",,2,"22",,METPOL,kanoa
2813,"5",,2,"22",,METPOL,kanoa
2814,"5",,2,"22",,METPOL,kanoa
2815,"5",,2,"22",,METPOL,kanoa
2816,"5",,2,"22",,METPOL,kanoa
2817,"5",,2,"22",,METPOL,kanoa
2818,"5",,2,"22",,METPOL,kanoa
2819,"5",,2,"22",,METPOL,kanoa
2820,"5",,2,"22",,METPOL,kanoa
2821,"5",,2,"22",,METPOL,kanoa
2822,"2",Vine,1,"22",KL,MYRLAN,kanoa
2823,"5",,2,"22",,METPOL,kanoa
2824,"5",,2,"22",,METPOL,kanoa
2825,"5",,2,"22",,METPOL,kanoa
2826,"5",,2,"22",,METPOL,kanoa
2827,"5",,2,"22",,METPOL,kanoa
2828,"5",,2,"22",,METPOL,kanoa
2829,"5",,2,"22",,METPOL,kanoa
2830,"5",,2,"22",,METPOL,kanoa
2831,"5",,2,"22",,METPOL,kanoa
2832,"5",,2,"22",,METPOL,kanoa
2833,"5",,2,"22",,METPOL,kanoa
2834,"5",,2,"22",,METPOL,kanoa
2835,"5",,2,"22",,METPOL,kanoa
2836,"5",,2,"22",,METPOL,kanoa
2837,"5",,2,"22",,METPOL,kanoa
2838,"5",,2,"22",,METPOL,kanoa
2839,"5",,2,"22",,METPOL,kanoa
2840,"5",,2,"22",,METPOL,kanoa
2841,"5",,2,"22",,METPOL,kanoa
2842,"5",,2,"22",,METPOL,kanoa
2843,"5",,2,"22",,METPOL,kanoa
2844,"4",,2,"22",,METPOL,kanoa
2845,"5",,2,"22",,METPOL,kanoa
2846,"5",,2,"22",,METPOL,kanoa
2847,"5",,2,"22",,METPOL,kanoa
2848,"5",,2,"22",,METPOL,kanoa
2849,"5",,2,"22",,METPOL,kanoa
2850,"5",,2,"22",,METPOL,kanoa
2851,"5",,2,"22",,METPOL,kanoa
2852,"5",,2,"22",,METPOL,kanoa
2853,"5",,2,"22",,METPOL,kanoa
2854,"5",,2,"22",,METPOL,kanoa
2855,"5",,2,"22",,METPOL,kanoa
2856,"5",,2,"22",,METPOL,kanoa
2857,"5",,2,"22",,METPOL,kanoa
2858,"5",,2,"22",,METPOL,kanoa
2859,"5",,2,"22",,METPOL,kanoa
2860,"5",,2,"22",,METPOL,kanoa
2861,"5",,2,"22",,METPOL,kanoa
2862,"5",,2,"22",,METPOL,kanoa
2863,"5",,2,"22",,METPOL,kanoa
2864,"5",,2,"22",,METPOL,kanoa
2865,"5",Vine,2,"17",,METPOL,kanoa
2866,"5",Vine,2,"17",,METPOL,kanoa
2867,"5",,2,"17",,METPOL,kanoa
2868,"5",,2,"17",,METPOL,kanoa
2869,"5",,2,"17",,METPOL,kanoa
2870,"5",,2,"17",,METPOL,kanoa
2871,"5",,2,"17",,METPOL,kanoa
2872,"5",,2,"17",,METPOL,kanoa
2873,"5",,2,"17",,METPOL,kanoa
2874,"5",,2,"17",,METPOL,kanoa
2875,"5",,2,"17",,METPOL,kanoa
2876,"2",,1,"17",KL,MYRLAN,kanoa
2877,"5",,2,"17",,METPOL,kanoa
2878,"5",,2,"17",,METPOL,kanoa
2879,"5",,2,"17",,METPOL,kanoa
2880,"5",,2,"17",,METPOL,kanoa
2881,"5",,2,"17",,METPOL,kanoa
2882,"5",,2,"17",,METPOL,kanoa
2883,"5",,2,"17",,METPOL,kanoa
2884,"5",,2,"17",,METPOL,kanoa
2885,"5",,2,"17",,METPOL,kanoa
2886,"5",,2,"17",,METPOL,kanoa
2887,"5",,2,"17",,METPOL,kanoa
2888,"5",,2,"17",,METPOL,kanoa
2889,"5",,2,"17",,METPOL,kanoa
2890,"5",,2,"17",,METPOL,kanoa
2891,"5",,2,"17",,METPOL,kanoa
2892,"5",,2,"17",,METPOL,kanoa
2893,"5",,2,"17",,METPOL,kanoa
2894,"5",,2,"17",,METPOL,kanoa
2895,"5",,2,"17",,METPOL,kanoa
2896,"5",,2,"17",,METPOL,kanoa
2897,"5",,2,"17",,METPOL,kanoa
2898,"5",,2,"17",,METPOL,kanoa
2899,"5",,2,"17",,METPOL,kanoa
2900,"5",,2,"17",,METPOL,kanoa
2901,"5",,2,"17",,METPOL,kanoa
2902,"5",,2,"17",,METPOL,kanoa
2903,"5",,2,"17",,METPOL,kanoa
2904,"5",,2,"17",,METPOL,kanoa
2905,"5",,2,"17",,METPOL,kanoa
2906,"5",,2,"17",,METPOL,kanoa
2907,"5",,2,"17",,METPOL,kanoa
2908,"5",,2,"17",,METPOL,kanoa
2909,"5",,2,"17",,METPOL,kanoa
2910,"5",,2,"17",,METPOL,kanoa
2911,"5",,2,"17",,METPOL,kanoa
2912,"5",,2,"17",,METPOL,kanoa
2913,"5",,2,"17",,METPOL,kanoa
2914,"5",,2,"17",,METPOL,kanoa
2915,"5",,2,"17",,METPOL,kanoa
2916,"5",,2,"17",,METPOL,kanoa
2917,"5",,2,"17",,METPOL,kanoa
2918,"5",,2,"17",,METPOL,kanoa
2919,"5",,2,"17",,METPOL,kanoa
2920,"5",,2,"17",,METPOL,kanoa
2921,"5",,2,"17",,METPOL,kanoa
2922,"5",,2,"17",,METPOL,kanoa
2923,"5",,2,"17",,METPOL,kanoa
2924,"5",,2,"17",,METPOL,kanoa
2925,"5",Adjacent,2,"17",,METPOL,kanoa
2926,"2",Vine,1,"17",KL,MYRLAN,kanoa
2927,"5",,2,"17",,METPOL,kanoa
2928,"5",,2,"17",,METPOL,kanoa
2929,"5",,2,"17",,METPOL,kanoa
2930,"5",,2,"17",,METPOL,kanoa
2931,"5",,2,"17",,METPOL,kanoa
2932,"5",,2,"17",,METPOL,kanoa
2933,"5",,2,"17",,METPOL,kanoa
2934,"5",,2,"17",,METPOL,kanoa
2935,"5",,2,"17",,METPOL,kanoa
2936,"5",,2,"17",,METPOL,kanoa
2937,"5",,2,"17",,METPOL,kanoa
2938,"5",,2,"17",,METPOL,kanoa
2939,"5",,2,"17",,METPOL,kanoa
2940,"5",,2,"17",,METPOL,kanoa
2941,"5",,2,"17",,METPOL,kanoa
2942,"5",,2,"17",,METPOL,kanoa
2943,"5",,2,"17",,METPOL,kanoa
2944,"5",,2,FieldDay_20240313,,METPOL,kanoa
2945,"5",,2,FieldDay_20240313,,METPOL,kanoa
2946,"5",,2,FieldDay_20240313,,METPOL,kanoa
2947,"5",,2,FieldDay_20240313,,METPOL,kanoa
2948,"5",,2,FieldDay_20240313,,METPOL,kanoa
2949,"5",,1,FieldDay_20240313,,SOPCHR,kanoa
2950,"5",,5,FieldDay_20240313,,ACAKOA,kanoa
2951,"5",,5,FieldDay_20240313,,ACAKOA,kanoa
2952,"5",,5,FieldDay_20240313,,ACAKOA,kanoa
2953,"5",,2,"19",,METPOL,kanoa
2954,"5",,2,"19",,METPOL,kanoa
2955,"5",,2,"19",,METPOL,kanoa
2956,"5",,2,"19",,METPOL,kanoa
2957,"5",,2,"19",,METPOL,kanoa
2958,"5",,2,"19",,METPOL,kanoa
2959,"5",,2,"19",,METPOL,kanoa
2960,"5",,2,"19",,METPOL,kanoa
2961,"5",,2,"19",,METPOL,kanoa
2962,"5",,2,"19",,METPOL,kanoa
2963,"5",,2,"19",,METPOL,kanoa
2964,"5",,2,"19",,METPOL,kanoa
2965,"5",,2,"19",,METPOL,kanoa
2966,"5",,2,"19",,METPOL,kanoa
2967,"5",,2,"19",,METPOL,kanoa
2968,"5",,2,"19",,METPOL,kanoa
2969,"5",,2,"19",,METPOL,kanoa
2970,"5",,2,"19",,METPOL,kanoa
2971,"5",,2,"19",,METPOL,kanoa
2972,"5",,2,"19",,METPOL,kanoa
2973,"5",,2,"19",,METPOL,kanoa
2974,"5",,2,"19",,METPOL,kanoa
2975,"5",,2,"19",,METPOL,kanoa
2976,"5",,2,"19",,METPOL,kanoa
2977,"5",,2,"19",,METPOL,kanoa
2978,"5",,2,"19",,METPOL,kanoa
2979,"5",,2,"19",,METPOL,kanoa
2980,"5",,2,"19",,METPOL,kanoa
2981,"5",,2,"19",,METPOL,kanoa
2982,"5",,2,"19",,METPOL,kanoa
2983,"5",,2,"19",,METPOL,kanoa
2984,"5",,2,"19",,METPOL,kanoa
2985,"5",,2,"19",,METPOL,kanoa
2986,"5",,2,"19",,METPOL,kanoa
2987,"5",,2,"19",,METPOL,kanoa
2988,"5",,2,"19",,METPOL,kanoa
2989,"5",,2,"19",,METPOL,kanoa
2990,"5",,2,"19",,METPOL,kanoa
2991,"5",,2,"19",,METPOL,kanoa
2992,"5",,2,"19",,METPOL,kanoa
2993,"5",,2,"19",,METPOL,kanoa
2994,"5",,2,"19",,METPOL,kanoa
2995,"5",,2,"19",,METPOL,kanoa
2996,"5",,2,"19",,METPOL,kanoa
2997,"5",,2,"19",,METPOL,kanoa
2998,"5",,2,"19",,METPOL,kanoa
2999,"5",,2,"19",,METPOL,kanoa
3000,"5",,2,"19",,METPOL,kanoa
3001,"5",,2,"19",,METPOL,kanoa
3002,"5",,2,"19",,METPOL,kanoa
3003,"5",,2,"19",,METPOL,kanoa
3004,"5",,2,"19",,METPOL,kanoa
3005,"5",,2,"19",,METPOL,kanoa
3006,"5",,2,"19",,METPOL,kanoa
3007,"5",,2,"19",,METPOL,kanoa
3008,"5",,2,"19",,METPOL,kanoa
3009,"5",,2,"19",,METPOL,kanoa
3010,"5",,2,"19",,METPOL,kanoa
